Date;bitcoin;ethereum;ripple;eos;litecoin;bitcoin-cash;binance-coin;stellar;tether;cardano;tron;bitcoin-sv;monero;iota;dash;maker;ontology;neo;ethereum-classic;tezos;nem;zcash;vechain;basic-attention-token;waves;usd-coin;dogecoin;omisego;qtum;crypto-com-chain;bitcoin-gold;ravencoin;trueusd;lisk;decred;chainlink;0x;zilliqa;augur;maximine-coin;bitshares;icon;holo;digibyte;bytecoin-bcn;steem;nano;bittorrent;bitcoin-diamond;enjin-coin;paxos-standard-token;huobi-token;aeternity;kucoin-shares;komodo;verge;bytom;siacoin;pundi-x;iostoken;theta;stratis;aurora;abbc-coin;dai;golem-network-tokens;status;ardor;populous;project-pai;insight-chain;ark;mixin;repo;gxchain;factom;cryptonex;revain;gemini-dollar;hypercash;digitex-futures;maidsafecoin;decentraland;wax;waykichain;crypto-com;electroneum;waltonchain;loom-network;pivx;zcoin;qash;loopring;thorecoin;aelf;nuls;qubitica;power-ledger;aion;moac;blocknet;ion;crown;diamond;sibcoin;monetaryunit;bitsend;neoscoin;transfercoin;korecoin;exclusivecoin;hexx;bulwark
"	2018-07-18 ";7370.78;480.51;0.486389;8.61;86.96;829.94;12.86;0.2984;1;0.179378;0.039661;;139.77;1.09;265.53;648.78;3.83;37.6;17.39;2.33;0.188854;209.34;;0.35653;3.08;;0.003712;7.89;8.64;;31.25;0.017097;0.990425;5.74;72.09;0.23978;1.21;0.082361;31.31;;0.215914;1.56;0.000466;0.042018;0.003358;1.58;2.79;;2.98;0.064421;;3.57;1.97;3;1.74;0.026133;0.365286;0.012296;0.003693;0.025579;0.156303;3.06;0.057944;;0.995595;0.331437;0.080854;0.235409;7.17;0.92736;;1.52;524.2;0.126169;3.2;12.07;2.72;0.29703;;5.86;0.0081;0.420714;0.116044;0.144747;0.409957;7.82;0.012209;7.07;0.244795;2.11;17.54;0.309748;0.308568;;0.775464;2.66;;0.399689;1.05;4.92;12.88;1.14;0.458955;3.63;0.558316;0.07521;0.278062;1.84;0.446183;1.63;0.457298;;0.917591
"	2018-07-19 ";7466.86;469.62;0.476433;8.39;86.67;824.89;12.92;0.302513;0.998088;0.180869;0.037917;;139.53;1.05;260.13;616.48;3.64;36.09;17.39;2.27;0.187322;199.66;;0.339379;2.9;;0.003844;7.57;8.4;;30.89;0.016135;0.990538;5.36;73.17;0.229673;1.25;0.080128;30.45;;0.224254;1.49;0.00047;0.047184;0.003274;1.51;2.63;;2.32;0.062348;;3.75;1.94;3;1.63;0.025244;0.37985;0.012228;0.003353;0.024823;0.147098;2.95;0.053487;;0.989037;0.336967;0.079344;0.215199;6.79;0.944224;;1.5;522.7;0.136676;3.19;11.39;2.71;0.290568;;5.8;0.007601;0.444795;0.117193;0.137324;0.395775;7.48;0.012087;6.97;0.230229;2.05;16.53;0.282331;0.291476;;0.759931;2.59;;0.397543;0.995214;4.77;12.63;1.08;0.477289;3.57;0.561131;0.072568;0.268575;1.82;0.445277;1.56;0.470395;;0.964195
"	2018-07-20 ";7354.13;450.7;0.446994;7.9;82.75;767.66;12.07;0.271492;1;0.162175;0.034906;;130.17;0.965826;248.45;603.9;3.37;33.38;16.21;2.05;0.169545;184.37;;0.314767;2.87;;0.00341;6.74;7.78;;27.93;0.016561;1;4.95;72.64;0.21645;1.06;0.070874;28.4;;0.197229;1.33;0.000458;0.042885;0.003062;1.36;2.31;;2.24;0.059689;;3.45;1.8;2.78;1.51;0.022688;0.347361;0.010761;0.003235;0.022219;0.129919;2.61;0.051821;;1.01;0.300084;0.071966;0.189591;6.23;0.75873;;1.33;469.56;0.114262;3.1;9.6;2.71;0.273294;;5.53;0.007385;0.417696;0.118548;0.12693;0.340811;6.82;0.011461;6.35;0.198697;1.85;16.53;0.2653;0.271379;;0.655039;2.24;;0.37137;0.882159;4.35;11.65;1.09;0.453701;3.54;0.548885;0.067488;0.258006;1.84;0.428658;1.53;0.447939;;0.966284
"	2018-07-21 ";7419.29;462.44;0.45541;8.05;84.46;789.49;12.19;0.292259;1;0.163637;0.035603;;132.13;1.01;254.92;622.28;3.45;34.31;16.35;2.2;0.171085;194.94;;0.327968;2.93;;0.00327;6.97;7.85;;28.95;0.016095;0.994945;4.99;72.22;0.222991;1.15;0.073195;29.78;;0.202993;1.38;0.000522;0.044062;0.003173;1.45;2.42;;4.01;0.062115;;3.57;1.82;2.87;1.56;0.023361;0.352443;0.010971;0.003247;0.023445;0.137885;2.75;0.052461;;0.988329;0.306769;0.073864;0.19211;6.67;0.712699;;1.36;484.07;0.128621;3.15;9.85;2.87;0.270418;;5.63;0.007017;0.417128;0.12604;0.132398;0.355913;7.42;0.011811;6.48;0.206954;1.89;16.61;0.269719;0.27778;;0.665009;2.37;;0.376202;0.911441;4.42;11.86;1;0.480804;3.49;0.552034;0.067373;0.267435;1.56;0.453699;1.47;0.454508;;0.953515
"	2018-07-22 ";7418.49;459.66;0.449311;7.9;83.16;788.67;12.12;0.283534;0.999843;0.170277;0.035123;;128.72;0.98199;250.58;608.44;3.3;33.28;16.12;2.16;0.170339;192.7;;0.328241;2.75;;0.003458;7.15;7.83;;28.55;0.016687;0.995051;4.97;70.02;0.201422;1.13;0.071879;35.42;;0.200556;1.36;0.000638;0.045801;0.003121;1.39;2.33;;4.53;0.059473;;3.52;1.81;2.82;1.55;0.022775;0.352957;0.010708;0.003117;0.02343;0.132604;2.75;0.049068;;1.01;0.316282;0.070996;0.186942;6.34;0.900018;;1.34;490.83;0.124977;3.21;9.67;2.73;0.250482;;5.68;0.007062;0.415678;0.138848;0.131126;0.373484;8.01;0.011443;6.31;0.197944;1.9;16.69;0.261589;0.267328;;0.627894;2.46;;0.362324;0.895579;4.55;13.27;0.997139;0.461461;3.46;0.534948;0.066656;0.256324;1.47;0.442533;1.4;0.449302;;0.984194
"	2018-07-23 ";7711.11;450.85;0.445276;7.97;82.43;784.39;12.02;0.284384;0.997496;0.164028;0.034061;;133.57;0.933892;241.47;610.17;3.19;32.19;16.16;2.24;0.174577;193.84;;0.347729;2.71;;0.003431;6.79;7.8;;30.67;0.015802;0.995327;4.8;67.97;0.19705;1.13;0.069505;32.12;;0.20251;1.3;0.000944;0.046878;0.003041;1.35;2.25;;2.2;0.05726;;3.38;1.91;2.71;1.51;0.022511;0.349381;0.01031;0.002985;0.023093;0.139746;2.73;0.042958;;0.996409;0.296899;0.068348;0.174726;5.89;0.900112;;1.28;481.61;0.119573;3.31;9.89;2.75;0.230478;;5.64;0.006912;0.425299;0.132169;0.13197;0.349894;7.5;0.013507;5.83;0.185644;1.83;16.59;0.26285;0.261727;;0.601132;2.45;;0.331377;0.839026;4.62;12.76;0.974665;0.459136;3.46;0.522647;0.069152;0.252822;1.46;0.418299;1.39;0.456631;;0.876075
"	2018-07-24 ";8424.27;479.37;0.457623;8.6;89.29;869.47;12.15;0.301456;0.996505;0.173172;0.038107;;147.4;0.984575;254.18;641.49;3.33;34.05;16.63;2.15;0.180833;223.29;;0.347735;2.69;;0.00362;7.17;8.19;;32.08;0.018059;0.992829;5.01;67.04;0.202624;1.11;0.072967;30.54;;0.210541;1.31;0.000865;0.046331;0.003095;1.45;2.31;;2.22;0.064119;;3.37;1.96;2.76;1.54;0.023847;0.373151;0.0107;0.002942;0.025028;0.136891;2.72;0.034613;;0.990916;0.301902;0.071942;0.180861;5.94;0.914003;;1.27;458.92;0.12946;3.2;8.96;3.1;0.236867;;5.84;0.007834;0.482367;0.130787;0.135429;0.395769;7.53;0.013335;5.79;0.197537;1.8;16.73;0.267128;0.277593;;0.666924;2.55;;0.338604;0.825448;4.69;12.82;1.07;0.51038;3.34;0.515898;0.072358;0.275545;1.47;0.586746;1.51;0.507325;;0.942539
"	2018-07-25 ";8181.39;472.49;0.459829;8.51;86.28;831.46;12.94;0.331706;0.998791;0.172731;0.037122;;142.74;0.986593;246.94;644.32;3.52;34.18;16.5;2.12;0.181259;222.54;;0.330599;2.72;;0.003543;7.13;8.1;;30.69;0.017706;0.994881;5.04;66.39;0.243708;1.17;0.077129;29.96;;0.20871;1.36;0.000821;0.044942;0.003048;1.46;2.43;;2.11;0.061871;;3.4;1.94;2.79;1.64;0.024364;0.370197;0.01082;0.003109;0.032651;0.143099;2.91;0.033658;;0.987379;0.301452;0.071409;0.190176;5.94;0.901953;;1.32;448.54;0.139138;3.19;9.77;2.97;0.217336;;5.72;0.00724;0.46669;0.13778;0.135647;0.390414;7.53;0.01325;5.96;0.201193;1.87;16.39;0.260052;0.278279;;0.733989;2.57;;0.326129;0.900712;4.6;12.05;0.957718;0.459027;3.31;0.537588;0.073537;0.245708;1.49;0.471343;1.49;0.482573;;1.04
"	2018-07-26 ";7951.58;464.04;0.44992;8.32;84.03;806.18;13.4;0.309552;0.997951;0.164765;0.035996;;136.81;1.01;241.9;631.82;3.31;33.24;16.72;2.04;0.177147;221.12;;0.305004;2.64;;0.003393;6.84;7.8;;29.67;0.016959;0.998275;4.84;64.14;0.251831;1.08;0.073334;30.01;;0.200219;1.28;0.000791;0.041681;0.002994;1.45;2.22;;2.06;0.061315;;3.38;1.89;2.74;1.55;0.023063;0.359941;0.010324;0.00318;0.027329;0.133639;2.73;0.03851;;0.99786;0.295588;0.068856;0.179728;5.52;0.841482;;1.22;476.62;0.135905;2.73;8.74;2.87;0.207764;;5.32;0.006946;0.460154;0.126208;0.133809;0.381563;7.34;0.012237;5.67;0.188915;1.86;15.99;0.254648;0.261619;;0.676032;2.52;;0.312976;0.802245;4.2;11.62;0.927149;0.358952;3.31;0.538479;0.069229;0.223507;1.43;0.438717;1.39;0.461409;;1.02
"	2018-07-27 ";8165.01;469.67;0.453635;8.41;84.46;819.39;13.92;0.316882;0.997118;0.16554;0.036504;;140.06;1.01;243.93;648.96;3.39;33.47;16.95;2.09;0.177132;221.03;;0.323411;2.66;;0.003418;7.02;7.87;;31.76;0.018181;0.997876;4.86;63.75;0.26684;1.15;0.075654;30.52;;0.196851;1.3;0.000795;0.043625;0.003072;1.47;2.24;;2.06;0.062813;;3.38;1.96;2.8;1.61;0.023657;0.369727;0.010365;0.003266;0.027394;0.132613;2.86;0.037749;;0.993514;0.304673;0.069565;0.185339;5.58;0.883668;;1.25;427.42;0.135985;2.92;8.96;2.81;0.226515;;5.41;0.007272;0.475054;0.127794;0.138752;0.382543;7.61;0.012393;6.14;0.195632;2.15;16.01;0.248985;0.262981;;0.74434;2.54;;0.321829;0.86317;3.89;12.1;0.901547;0.426853;3.15;0.507177;0.072493;0.24809;1.46;0.454603;1.47;0.482829;;1.09
"	2018-07-28 ";8192.15;466.9;0.453667;8.32;83.62;818.83;14.6;0.315229;0.997887;0.16338;0.036782;;139.4;1.02;241.03;628.34;3.33;33.75;16.95;2.06;0.178612;220.3;;0.324551;2.68;;0.0034;6.9;7.74;;30.37;0.018636;0.997438;4.99;64.25;0.279981;1.24;0.07974;30.04;;0.19217;1.3;0.000771;0.042983;0.003081;1.45;2.21;;2.04;0.063512;;3.44;2;2.81;1.7;0.0235;0.346771;0.010394;0.003119;0.027077;0.130561;2.95;0.038791;;0.997041;0.305468;0.069178;0.183426;5.51;0.985431;;1.27;498.85;0.138336;2.69;9.17;3.06;0.202022;;5.31;0.00729;0.463548;0.132208;0.138633;0.371057;7.43;0.01209;6.05;0.198674;2.31;16.17;0.249659;0.274133;;0.756967;2.55;;0.319151;0.846971;3.95;12.23;0.912878;0.409356;3.07;0.533709;0.071281;0.248154;1.27;0.50586;1.47;0.491733;;1.13
"	2018-07-29 ";8218.46;466.67;0.453306;8.34;84.08;828.98;14.02;0.308399;0.998919;0.163313;0.039236;;135.36;1.01;240.42;650.78;3.25;33.6;16.91;2.07;0.176913;217.2;;0.31498;2.66;;0.003307;6.83;7.76;;33.57;0.02;0.996794;5.1;63.87;0.328679;1.2;0.074929;30.52;;0.195066;1.34;0.000736;0.040987;0.002996;1.45;2.19;;2.03;0.064101;;3.4;2.04;2.8;1.67;0.023591;0.349495;0.010526;0.003187;0.027037;0.133326;2.95;0.043958;;0.995618;0.303159;0.069156;0.179978;5.77;0.946706;;1.25;478.87;0.132412;2.75;9.53;3.01;0.202754;;5.32;0.007442;0.466059;0.134812;0.137571;0.402577;7.37;0.011479;5.81;0.192848;2.17;16.11;0.250974;0.272264;;0.65381;2.62;;0.329649;0.849312;3.8;11.84;0.939974;0.460908;3.06;0.50255;0.07223;0.249983;1.19;0.507659;1.52;0.506985;;1.08
"	2018-07-30 ";8180.48;457.08;0.446107;7.77;82.85;816.08;13.22;0.295923;0.99891;0.154087;0.036452;;131.8;0.979022;235.16;638.26;2.99;32.28;17.12;2.08;0.172133;216.29;;0.303662;2.57;;0.003273;6.67;7.47;;30.38;0.021385;0.997611;4.93;60.17;0.318274;1.16;0.071932;31.37;;0.182759;1.24;0.000719;0.0411;0.002846;1.38;2.1;;1.89;0.061031;;3.29;2.01;2.65;1.57;0.024374;0.335801;0.010013;0.003032;0.025212;0.126984;2.84;0.041092;;0.994971;0.290778;0.065918;0.171444;5.35;1.01;;1.17;473.25;0.123846;2.74;9.42;2.99;0.196557;;5.18;0.00713;0.460699;0.124995;0.135021;0.387164;7.58;0.011563;5.62;0.185694;2.05;15.52;0.242771;0.256206;;0.651354;2.46;;0.315627;0.809121;3.6;10.84;0.968345;0.4915;3.15;0.494579;0.070534;0.247153;1.15;0.491976;1.53;0.485429;;1.02
"	2018-07-31 ";7780.44;433.87;0.435225;7.37;79.7;777.15;13.78;0.278009;0.999507;0.143297;0.033926;;122.32;0.944605;218.37;609.52;2.8;30.06;16.24;1.89;0.162639;209.57;;0.277121;2.37;;0.002945;6.15;6.94;;28.04;0.023293;1;4.59;56.37;0.293934;1.08;0.06735;30.12;;0.164963;1.11;0.000618;0.036851;0.002609;1.3;1.77;;1.75;0.058254;;3.08;1.87;2.51;1.42;0.023892;0.309734;0.009281;0.002404;0.022978;0.112758;2.52;0.042137;;0.997526;0.268153;0.060495;0.152352;4.78;0.859141;;1.01;413.66;0.117294;2.61;8.33;2.9;0.184784;;4.89;0.007012;0.431024;0.111443;0.122719;0.358681;6.92;0.010865;4.88;0.1668;1.91;14.45;0.223802;0.238758;;0.620821;2.2;;0.277805;0.718006;3.35;9.63;0.874493;0.447485;3.11;0.452481;0.059456;0.220063;0.937338;0.478693;1.33;0.452988;;0.993426
"	2018-08-01 ";7624.91;420.75;0.445852;7.26;77.86;769.35;13.57;0.276268;0.999409;0.140901;0.032643;;128.15;0.923707;218.98;593.78;2.63;29.89;15.47;1.82;0.159747;198.33;;0.28347;2.26;;0.003159;5.92;6.84;;27.8;0.028531;1;4.5;57.27;0.28728;1.05;0.066364;30.3;;0.164672;1.21;0.000633;0.036564;0.002584;1.27;1.65;;1.75;0.055415;;3.05;1.82;2.57;1.38;0.02279;0.299766;0.00903;0.002342;0.02241;0.113664;2.43;0.041616;;1;0.258264;0.059988;0.147197;5.39;0.806731;;0.994787;414.98;0.11596;2.6;7.94;2.89;0.179078;;4.78;0.007375;0.421113;0.106552;0.117031;0.352377;7.14;0.011207;4.63;0.171363;1.9;14.12;0.211155;0.221826;;0.574191;2.11;;0.269602;0.681305;3.29;9.21;0.887057;0.445467;3.08;0.446967;0.054965;0.216564;0.874619;0.463717;1.28;0.426851;;0.964315
"	2018-08-02 ";7567.15;412.62;0.430254;7.06;76.14;734.76;14.18;0.261192;1;0.131941;0.031539;;122.79;0.888015;211.94;584.2;2.4;28.53;14.99;1.66;0.153436;187.18;;0.264922;1.89;;0.002946;5.55;6.47;;25.69;0.023145;1;4.35;53.59;0.30958;0.95766;0.059983;29.35;;0.161711;1.02;0.000624;0.035669;0.002507;1.17;1.67;;1.74;0.05303;;2.79;1.73;2.38;1.23;0.021002;0.285611;0.008367;0.002098;0.020239;0.106441;2.2;0.041469;;0.997893;0.240374;0.057003;0.141681;4.99;0.74853;;0.927627;380.23;0.112429;2.57;7.63;2.86;0.172856;;4.82;0.007972;0.373867;0.100317;0.106079;0.346262;6.95;0.01094;4.06;0.160279;1.72;13.5;0.208027;0.199292;;0.544262;2.01;;0.245867;0.61585;3.35;8.75;0.828042;0.437376;2.96;0.441808;0.048263;0.208088;0.887284;0.508168;1.27;0.406379;;0.991454
"	2018-08-03 ";7434.39;418.26;0.440571;7.2;77.54;724.71;14.13;0.258956;0.999095;0.130255;0.030602;;120.02;0.964753;211.04;556.27;2.29;28.19;16.6;1.83;0.151513;185.85;0.015307;0.265448;1.85;;0.002918;5.45;6.33;;24.75;0.023159;0.99931;4.19;55.04;0.284746;0.964244;0.05864;29.56;;0.161268;0.961473;0.000597;0.033516;0.002448;1.2;1.59;;1.7;0.049885;;2.77;1.75;2.44;1.41;0.019618;0.292089;0.008028;0.001925;0.020921;0.111182;2.09;0.040601;;1;0.226499;0.055941;0.136347;4.72;0.720745;;0.938634;394.49;0.108133;2.55;7.46;2.62;0.161517;;5.02;0.007462;0.371546;0.095366;0.104788;0.32489;6.77;0.010337;4.04;0.147926;1.59;13.28;0.212711;0.174044;;0.514369;1.99;;0.251115;0.63041;3.86;8.62;0.822609;0.426369;3.05;0.43329;0.046079;0.206548;0.872566;0.51264;1.18;0.384012;;0.996847
"	2018-08-04 ";7032.85;407.25;0.428507;6.99;73.2;695.74;13.84;0.240724;0.998505;0.127547;0.028932;;113.99;0.853538;202.45;548.79;2.22;26.71;16.42;1.87;0.145128;176.05;0.013333;0.25001;1.82;;0.002745;5.38;6.25;;24.2;0.022861;0.998554;3.92;50.33;0.257989;0.939587;0.055758;28.14;;0.155753;0.880931;0.000557;0.032048;0.002316;1.14;1.57;;1.63;0.049639;;2.76;1.67;2.27;1.36;0.018492;0.269857;0.007801;0.001984;0.020071;0.10794;1.99;0.038539;;1;0.229463;0.054265;0.132348;4.61;0.609928;;0.880251;355.19;0.10136;2.35;6.88;2.41;0.153382;;4.81;0.007571;0.354811;0.092728;0.100031;0.305324;6.32;0.009466;3.64;0.136665;1.47;13.54;0.203699;0.166614;;0.509151;1.84;;0.233322;0.574728;3.92;8.05;0.751743;0.392603;2.79;0.414052;0.043391;0.193501;0.783979;0.486326;1.09;0.34115;;0.92193
"	2018-08-05 ";7068.48;410.52;0.433638;7.06;74.59;709.22;13.62;0.244218;0.999347;0.131721;0.030329;;117.27;0.910686;207.02;564.68;2.32;27.45;17.69;1.85;0.146821;181.33;0.014081;0.253875;1.87;;0.002837;5.47;6.45;;25.46;0.023325;1;3.95;49.84;0.253947;0.960518;0.057874;28.64;;0.16069;0.925672;0.000594;0.033642;0.002364;1.17;1.6;;1.62;0.049804;;2.86;1.69;2.26;1.53;0.018952;0.274678;0.008019;0.00209;0.02082;0.121062;2.05;0.039527;;0.996149;0.229025;0.054889;0.135568;4.71;0.625195;;0.898646;357.12;0.100353;2.36;6.87;2.37;0.155373;;5.12;0.007419;0.362593;0.096673;0.107305;0.315359;6.5;0.009331;3.73;0.138234;1.45;13.8;0.199054;0.174392;;0.544095;1.87;;0.238863;0.623788;3.93;8.26;0.781773;0.383814;2.79;0.412387;0.043607;0.198146;0.869824;0.49295;1.12;0.342783;;0.921783
"	2018-08-06 ";6951.8;406.66;0.414081;7.07;73.89;692.63;13.7;0.234705;1;0.130553;0.029228;;113.55;0.802334;199.61;542.18;2.21;26.22;18.66;1.78;0.141726;182.91;0.013424;0.269721;1.83;;0.002779;5.23;6.44;;25.93;0.022701;1;3.87;49.74;0.236471;0.946787;0.052658;28;;0.158255;0.865187;0.000812;0.032744;0.002282;1.15;1.55;;1.62;0.048756;;2.81;1.67;2.24;1.41;0.018084;0.266139;0.007595;0.001932;0.019936;0.116597;1.97;0.041154;;0.99146;0.219376;0.053436;0.131376;4.57;0.61632;;0.864868;349.54;0.100774;2.3;6.8;2.36;0.148584;;5.31;0.006966;0.354078;0.094652;0.109465;0.317192;6.17;0.008904;3.54;0.132073;1.42;13.73;0.202472;0.167662;;0.533872;1.82;;0.228387;0.589949;4.57;7.75;0.751516;0.382931;2.74;0.405541;0.040242;0.193328;0.790264;0.477407;1.05;0.319999;;0.908764
"	2018-08-07 ";6753.12;380.21;0.381006;6.61;68.17;659.38;13.15;0.230672;1;0.125378;0.027866;;108.04;0.732582;188.08;518.84;2.14;25.2;17.33;1.69;0.135605;177.17;0.012899;0.266232;1.76;;0.002671;4.99;6.07;;23.71;0.022624;1.01;3.74;47.35;0.233997;0.904141;0.047818;26.82;0.006287;0.155052;0.863618;0.000676;0.030375;0.002227;1.11;1.5;;1.59;0.048561;;2.72;1.62;2.12;1.37;0.017368;0.251073;0.007186;0.00222;0.019172;0.107377;1.89;0.043058;;0.996362;0.205319;0.051508;0.123577;4.5;0.559717;;0.840992;320.66;0.092;2.24;6.73;2.4;0.14064;;4.78;0.007015;0.33517;0.08774;0.10035;0.298286;5.85;0.008033;3.3;0.127448;1.42;13.86;0.186577;0.154961;;0.50949;1.7;;0.217328;0.547017;3.91;6.8;0.79484;0.421827;2.62;0.421287;0.04031;0.183628;0.860488;0.429542;0.998109;0.293739;;0.899781
"	2018-08-08 ";6305.8;356.61;0.331944;5.59;62.49;585.45;12.14;0.201351;1;0.113752;0.024482;;94.53;0.613577;173.14;509.43;1.82;21.82;15.14;1.54;0.118885;161.18;0.010776;0.220825;1.68;;0.002415;4.46;5.27;;21.75;0.019387;1;3.37;45.23;0.22804;0.843199;0.040618;22.51;0.004649;0.127507;0.75973;0.000657;0.027707;0.002064;1.03;1.31;;1.41;0.044142;;2.43;1.28;2;1.2;0.015037;0.205343;0.006256;0.001807;0.016508;0.102241;1.64;0.040135;;0.995279;0.186936;0.046276;0.109864;4.49;0.438919;0.543611;0.779582;270.24;0.086441;1.89;6.07;2.03;0.132634;;3.88;0.006816;0.313056;0.081472;0.08451;0.268004;5.46;0.007349;2.83;0.10365;1.22;13.26;0.151379;0.128827;;0.487827;1.52;;0.197265;0.486472;3.89;5.77;0.868853;0.356568;2.46;0.35786;0.032426;0.166215;0.888831;0.366056;0.764736;0.267633;;0.813626
"	2018-08-09 ";6568.23;365.59;0.346771;5.8;63.98;610.78;12.86;0.221435;1;0.123507;0.025941;;100.53;0.641128;184.01;515.29;1.91;22.57;15.11;1.67;0.125105;175.98;0.011683;0.247197;1.78;;0.002555;4.83;5.38;;22.67;0.021333;1;3.54;47.27;0.276128;0.939295;0.044546;25.72;0.005648;0.131265;0.808687;0.000731;0.028838;0.002171;1.07;1.36;;1.5;0.045613;;2.38;1.3;2.06;1.34;0.015692;0.218216;0.006645;0.001904;0.017909;0.108233;1.77;0.042934;;0.995403;0.193681;0.048163;0.129397;4.48;0.455178;0.484088;0.845724;293.98;0.09518;1.84;6.42;2.18;0.140428;;4.07;0.00718;0.324737;0.08794;0.09324;0.276498;5.74;0.008423;3.04;0.111409;1.31;14.35;0.17697;0.137891;;0.506445;1.57;;0.213573;0.541217;4.01;6.12;0.904912;0.392066;2.63;0.365764;0.035375;0.168452;0.963771;0.448872;0.816215;0.263593;;0.844971
"	2018-08-10 ";6184.71;334.18;0.320426;5.28;59.39;572.44;12.13;0.22543;1;0.116355;0.023822;;91.72;0.575588;169.12;474.63;1.67;19.97;14.3;1.53;0.114891;160.51;0.009747;0.221822;1.76;;0.002392;4.36;5.06;;21.11;0.020322;1;3.36;42.47;0.274727;0.865099;0.040318;23.06;0.005041;0.120979;0.730515;0.000643;0.027143;0.001888;0.990857;1.2;;1.4;0.041586;;2.4;1.22;1.86;1.2;0.013991;0.180421;0.006033;0.00171;0.016248;0.099048;1.63;0.045446;;1;0.172633;0.04414;0.114434;4.14;0.40868;0.52506;0.792291;253.49;0.091257;1.72;5.91;2.07;0.133946;;3.67;0.006898;0.295163;0.080851;0.087447;0.258805;5.23;0.007851;2.71;0.099279;1.23;13.11;0.15673;0.12317;19.92;0.459051;1.35;;0.19542;0.467474;3.79;5.73;0.852157;0.336825;2.58;0.341297;0.032666;0.148023;0.862359;0.410852;0.794601;0.244688;;0.803663
"	2018-08-11 ";6295.73;322.11;0.301262;5.02;58.36;566.77;11.74;0.217665;1.01;0.112439;0.022614;;93.62;0.523303;166.4;474.21;1.45;18.71;13.28;1.52;0.107485;158.71;0.009192;0.220584;1.82;;0.002404;4.18;4.75;;20.24;0.020414;1.01;3.22;42.82;0.27067;0.853949;0.038266;20.86;0.005111;0.116658;0.670142;0.00065;0.026546;0.001847;0.962179;1.12;;1.28;0.041164;;2.23;1.15;1.75;1.22;0.013334;0.178195;0.005843;0.001579;0.014673;0.085026;1.58;0.032899;;1.01;0.167819;0.040937;0.115178;4.18;0.363445;0.483496;0.76247;240.47;0.094064;1.63;5.88;2.04;0.121669;;3.42;0.006577;0.280333;0.080764;0.08478;0.238729;5.33;0.007797;2.66;0.092777;1.14;12.72;0.156752;0.116043;19.18;0.384674;1.28;;0.191884;0.426238;3.83;5.58;0.893376;0.28682;2.56;0.326481;0.032301;0.141791;0.892243;0.415249;0.79467;0.258773;;0.830857
"	2018-08-12 ";6322.69;319.57;0.29787;5.01;59.33;570.96;11.74;0.223601;1;0.11297;0.022581;;93.21;0.539466;167.91;474.36;1.5;18.66;13.2;1.45;0.107473;157.79;0.00908;0.210934;2.06;;0.002404;4.06;4.65;;19.86;0.020659;0.999114;3.32;41.26;0.283597;0.865974;0.037398;20.98;0.004541;0.116997;0.695576;0.000658;0.026612;0.001848;0.959291;1.16;;1.26;0.040633;;2.23;1.13;1.65;1.19;0.013321;0.178259;0.005794;0.001573;0.014122;0.083471;1.6;0.029155;;1;0.162438;0.041252;0.116593;3.97;0.395209;0.422437;0.775642;234.42;0.089425;1.63;5.43;2.05;0.123282;;3.47;0.006628;0.274736;0.07815;0.083725;0.235748;5.52;0.007711;2.66;0.091182;1.09;12.45;0.158328;0.114461;18.43;0.387939;1.64;;0.195495;0.428803;3.81;5.23;0.912895;0.254355;2.46;0.32646;0.033496;0.141681;0.813887;0.384803;0.755162;0.222001;;0.819788
"	2018-08-13 ";6297.57;286.5;0.277466;4.62;56.85;535.98;10.23;0.223559;1;0.10291;0.019362;;88.24;0.459952;145.04;420.21;1.27;15.88;12.06;1.3;0.106654;143.46;0.007168;0.189499;2;;0.002331;3.63;4.18;;18.54;0.02742;1;2.97;38.61;0.259292;0.764907;0.030113;19.13;0.003663;0.110383;0.601415;0.000603;0.024327;0.00163;0.879869;1.02;;1.15;0.037115;;2.1;1.04;1.4;1.1;0.011774;0.159385;0.005003;0.001423;0.012677;0.074224;1.41;0.028997;;1.01;0.138317;0.03707;0.109287;3.63;0.340204;0.432499;0.648046;220.36;0.096034;1.46;4.41;1.99;0.11381;;2.99;0.006091;0.236242;0.072946;0.069923;0.220817;4.98;0.007392;2.33;0.076113;0.993348;12.82;0.151487;0.111117;17.11;0.383694;1.4;;0.177587;0.366575;3.7;5.72;0.943293;0.226152;2.5;0.309548;0.030109;0.134863;1.05;0.410684;0.663849;0.217806;;0.815089
"	2018-08-14 ";6199.71;278.93;0.274272;4.58;54.56;509.31;9.42;0.216706;0.997543;0.094662;0.019059;;84.18;0.447294;138.57;401.29;1.21;16.06;11.74;1.25;0.106928;132.02;0.007736;0.189508;1.86;;0.00226;3.58;4.45;;18.4;0.019377;1;2.8;39.71;0.27191;0.679016;0.027118;16.35;0.003944;0.096373;0.557785;0.000563;0.022286;0.00157;0.845324;0.963987;;1.06;0.036239;;1.93;0.908546;1.36;1.02;0.011412;0.143572;0.004864;0.001359;0.011299;0.066056;1.26;0.017617;;1.01;0.13334;0.03464;0.110684;3.14;0.334969;0.469774;0.592005;229.83;0.084371;1.3;4.73;1.96;0.102376;;2.69;0.006092;0.224633;0.064104;0.069824;0.181509;4.6;0.006655;2.15;0.067241;0.95834;13.04;0.139836;0.095169;16.69;0.340653;1.39;;0.169887;0.363543;3.2;5.23;0.857754;0.266764;2.51;0.300146;0.026309;0.11643;0.883294;0.341242;0.626152;0.185359;;0.857833
